ticker,future_date,predicted_return,model_order,model_aic,prediction_type,exogenous_mode,ci_lower,ci_upper,forecast_valid
UBER,2025-09-26,0.021205680861659852,"(1, 0, 3)",-583.1056070109398,future_forecast,individual,-0.015034919472470085,0.05744628119578979,True
UBER,2025-10-03,0.0011345209918691844,"(1, 0, 3)",-583.1056070109398,future_forecast,individual,-0.035138049209192335,0.0374070911929307,True
UBER,2025-10-10,-0.009938815833277385,"(1, 0, 3)",-583.1056070109398,future_forecast,individual,-0.04623531952191531,0.02635768785536054,True
UBER,2025-10-17,0.008537703649547364,"(1, 0, 3)",-583.1056070109398,future_forecast,individual,-0.028268124299685077,0.04534353159877981,True
