score,rmse,dir_acc,pct_positive,pred_diversity,has_sign_bias,validation_passed,params
77.4800272170684,0.054252467252224025,67.07843137254902,51.0,1604,False,True,"{'max_depth': 4, 'learning_rate': 0.028, 'n_estimators': 280, 'subsample': 0.78, 'colsample_bytree': 0.75, 'colsample_bynode': 0.75, 'min_child_weight': 3, 'gamma': 0.1, 'reg_alpha': 0.7, 'reg_lambda': 1.8, 'max_delta_step': 2.6}"
76.28120731642628,0.05487432734874784,66.61176470588235,52.227450980392156,1504,False,True,"{'max_depth': 4, 'learning_rate': 0.022, 'n_estimators': 250, 'subsample': 0.75, 'colsample_bytree': 0.72, 'colsample_bynode': 0.72, 'min_child_weight': 4, 'gamma': 0.15, 'reg_alpha': 1.0, 'reg_lambda': 2.5, 'max_delta_step': 2.2}"
72.18122872682984,0.05632681433602019,65.30980392156863,57.21568627450981,989,False,False,"{'max_depth': 3, 'learning_rate': 0.018, 'n_estimators': 220, 'subsample': 0.72, 'colsample_bytree': 0.68, 'colsample_bynode': 0.68, 'min_child_weight': 5, 'gamma': 0.2, 'reg_alpha': 1.5, 'reg_lambda': 3.5, 'max_delta_step': 1.8}"
70.88461406657942,0.05720076855011384,64.11372549019609,57.76862745098039,747,False,False,"{'max_depth': 3, 'learning_rate': 0.014, 'n_estimators': 200, 'subsample': 0.68, 'colsample_bytree': 0.65, 'colsample_bynode': 0.65, 'min_child_weight': 6, 'gamma': 0.3, 'reg_alpha': 1.8, 'reg_lambda': 4.5, 'max_delta_step': 1.4}"
66.15219234854315,0.05830149127417113,62.68235294117647,64.88627450980393,489,False,False,"{'max_depth': 3, 'learning_rate': 0.01, 'n_estimators': 180, 'subsample': 0.65, 'colsample_bytree': 0.6, 'colsample_bynode': 0.6, 'min_child_weight': 7, 'gamma': 0.4, 'reg_alpha': 2.5, 'reg_lambda': 6.0, 'max_delta_step': 1.0}"
