epoch,train_loss,val_loss
1,0.0011464590934452518,0.000855933773641785
2,0.0008267271444725956,0.0009010413597027461
3,0.0008092874901382999,0.0009240417847720285
4,0.0007995924981482394,0.0010041047466297945
5,0.0008049909497416306,0.0009432141137930254
6,0.0007844961407541889,0.001001713045158734
7,0.0007785435147753166,0.000993683791005363
8,0.0007800457722291403,0.0010117863529361785
9,0.0007700801292221789,0.0009660461580070357
