Date,Open,High,Low,Close,Volume
2023-07-17 00:00:00-04:00,86.97014774081366,87.03899962869814,83.90131216162773,84.15704345703125,34503400
2023-07-18 00:00:00-04:00,84.1078617368479,85.8685113187781,83.91113671120931,84.54064178466797,21915500
2023-07-19 00:00:00-04:00,84.7865400051814,86.4488307787319,84.77670938240091,85.6127700805664,17177000
2023-07-20 00:00:00-04:00,85.41605370981719,85.75048252552303,84.61933793497467,84.79638671875,15277500
2023-07-21 00:00:00-04:00,84.88491300802944,86.45867577148258,84.4717941853851,85.75048065185547,19864200
2023-07-24 00:00:00-04:00,86.05539848210303,86.5176929537255,85.13081704315118,85.17999267578125,13911900
2023-07-25 00:00:00-04:00,84.32426501873006,84.89474889666126,83.76361176496968,84.22589874267578,15335400
2023-07-26 00:00:00-04:00,84.26523864130044,84.85539874036482,84.04884485397518,84.4521255493164,14983700
2023-07-27 00:00:00-04:00,85.17998465611649,85.45539218665319,83.79310887611602,83.96031951904297,16691400
2023-07-28 00:00:00-04:00,84.45212011317822,85.16031518818647,84.04883944379597,84.71768951416016,13638300
2023-07-31 00:00:00-04:00,85.57342577755195,87.89472850243583,85.45539076458942,87.43243408203125,20837800
2023-08-01 00:00:00-04:00,87.65867279599806,88.25867102602749,87.00949143067068,87.57014465332031,13717500
2023-08-02 00:00:00-04:00,86.8127708516981,86.88162273612343,84.84556557749696,84.8849105834961,15162700
2023-08-03 00:00:00-04:00,84.41277884585192,85.04228393944295,84.0488431650007,84.08818817138672,14145400
2023-08-04 00:00:00-04:00,84.53081303379648,85.68162631817393,84.04884233852654,84.8849105834961,11516900
2023-08-07 00:00:00-04:00,85.23900883377071,85.79966204135431,84.57998935823451,85.40621948242188,10818400
2023-08-08 00:00:00-04:00,85.08162127885208,86.88161576127291,84.68817875473889,86.68489074707031,16767900
2023-08-09 00:00:00-04:00,87.7373567289091,88.09145429677525,85.61277882600521,86.0553970336914,32517900
2023-08-10 00:00:00-04:00,88.49473660928312,91.01275713384027,86.31113740251548,90.25538635253906,56716800
2023-08-11 00:00:00-04:00,89.82259178286135,89.85209866104545,87.40293021596229,87.560302734375,21925700
2023-08-14 00:00:00-04:00,87.53080091986992,87.83572285542799,86.5471982339381,87.35375213623047,13676400
2023-08-15 00:00:00-04:00,86.54719707490048,86.7832671194536,85.46523563572367,85.6324462890625,13677900
2023-08-16 00:00:00-04:00,85.1209689244718,85.63243896869436,84.66851263419625,84.93408203125,12182700
2023-08-17 00:00:00-04:00,85.49474157799241,85.53408658498662,84.39311139932579,84.51113891601562,14206000
2023-08-18 00:00:00-04:00,83.97016173661336,85.29802382597786,83.97016173661336,84.55048370361328,12353900
2023-08-21 00:00:00-04:00,84.40294224207247,84.83572981584003,84.00950717969411,84.47179412841797,11215000
2023-08-22 00:00:00-04:00,84.30458025248836,84.6783465491713,83.97015896139719,84.38327026367188,9845900
2023-08-23 00:00:00-04:00,84.40294642399456,84.91442403729714,84.23573576376968,84.42262268066406,7576000
2023-08-24 00:00:00-04:00,84.10786696517177,84.54064703989437,81.10787580025607,81.11771392822266,27531000
2023-08-25 00:00:00-04:00,81.70786501154528,82.27835630193128,81.10786684481035,81.99311065673828,16050900
2023-08-28 00:00:00-04:00,82.45540811885027,83.301306958885,82.16032433584566,82.77999877929688,12166400
2023-08-29 00:00:00-04:00,82.41606169684485,83.16360176445329,82.35704794297573,83.01605987548828,11210700
2023-08-30 00:00:00-04:00,83.0160681659079,83.29147571719038,82.45541493528485,82.89803314208984,11816600
2023-08-31 00:00:00-04:00,83.07507781362922,83.22261971002553,82.26852395152768,82.30786895751953,10448000
2023-09-01 00:00:00-04:00,80.76361740157117,80.88165242580752,79.20952335177773,80.30132293701172,27667400
2023-09-05 00:00:00-04:00,80.08492802620843,81.03902382198767,79.84886548532572,79.85870361328125,12741700
2023-09-06 00:00:00-04:00,79.46525848207251,80.74393741625921,79.20951969351813,79.65214538574219,15518500
2023-09-07 00:00:00-04:00,79.49476387653974,79.52427075461192,78.44230936764089,79.24886322021484,14768000
2023-09-08 00:00:00-04:00,79.21935433599639,80.33082257289284,78.85541867230653,80.24230194091797,16220900
2023-09-11 00:00:00-04:00,80.596401556297,82.47507866926998,79.8390233320566,81.16688537597656,26579100
2023-09-12 00:00:00-04:00,81.66852574266393,83.28163346686702,81.21606943019648,82.30786895751953,16594600
2023-09-13 00:00:00-04:00,81.9832718839706,82.67179817861995,81.75704749754976,82.11114501953125,9772700
2023-09-14 00:00:00-04:00,82.62262449535865,83.35048837185386,81.67836683021255,83.09475708007812,22371900
2023-09-15 00:00:00-04:00,83.82261450093739,84.77671022053103,83.22261631653919,84.17671203613281,21598500
2023-09-18 00:00:00-04:00,83.84227877018608,84.51112880044391,83.58654751177271,83.62588500976562,11894200
2023-09-19 00:00:00-04:00,82.54393410982294,83.3996711326558,80.37017311373434,80.59640502929688,21478900
2023-09-20 00:00:00-04:00,80.68492197400639,81.83573524202886,80.30131755133222,81.20623016357422,12715200
2023-09-21 00:00:00-04:00,80.7144317485068,82.29803262890515,80.57672797667152,81.37345123291016,14364200
2023-09-22 00:00:00-04:00,81.55050880037821,81.98328891380476,79.86854146943642,79.917724609375,11495300
2023-09-25 00:00:00-04:00,80.2226328598014,80.42918852383806,79.23903017145938,79.68165588378906,11034400
2023-09-26 00:00:00-04:00,79.18001443723473,79.41607697534873,78.4816574464401,78.73739624023438,14867900
2023-09-27 00:00:00-04:00,78.80623750756793,79.239017518412,77.92099372855904,78.58984375,14662500
2023-09-28 00:00:00-04:00,78.96362772908691,79.59313289001716,78.34396069687872,78.81608581542969,12229800
2023-09-29 00:00:00-04:00,79.33739622433754,79.99640822267402,79.09149555293202,79.72100067138672,11257600
2023-10-02 00:00:00-04:00,79.59313138501491,80.42919220753909,79.4652657312196,80.3308334350586,9128100
2023-10-03 00:00:00-04:00,79.91771555653094,80.54722065410974,78.15706590713962,78.23575592041016,12586200
2023-10-04 00:00:00-04:00,78.30460142055138,78.48165018382616,77.43903385803695,78.01935577392578,12010500
2023-10-05 00:00:00-04:00,77.80297222592654,79.61280509980602,77.58657843080358,79.48493194580078,15466600
2023-10-06 00:00:00-04:00,79.72099352228187,82.16032376146983,79.17017096481018,81.58000183105469,15375100
2023-10-09 00:00:00-04:00,82.9177145021428,83.48819839164666,81.76689358588457,83.31114959716797,13604400
2023-10-10 00:00:00-04:00,83.39966462455199,83.89146592024746,82.55376579561242,83.59638214111328,9450600
2023-10-11 00:00:00-04:00,83.97015675417448,84.31441616368758,82.87835726665271,83.45867919921875,9499200
2023-10-12 00:00:00-04:00,83.4390210380493,83.67508359106014,82.14066574004981,82.96688842773438,9554900
2023-10-13 00:00:00-04:00,82.56361521235308,83.19312035657748,82.01279258293678,82.96688842773438,10808000
2023-10-16 00:00:00-04:00,82.92753550281363,84.52097446820407,82.92753550281363,84.30458068847656,10275100
2023-10-17 00:00:00-04:00,83.95047650019768,84.87506530252006,83.91113149751462,84.78653717041016,9985700
2023-10-18 00:00:00-04:00,84.2849141745619,84.84556738951119,83.21278337499305,83.29147338867188,10047000
2023-10-19 00:00:00-04:00,83.86196158265601,83.87179220577718,81.80622820216637,81.88491821289062,14316800
2023-10-20 00:00:00-04:00,81.54066232364605,82.07180866257258,81.25541665065072,81.29476165771484,10425200
2023-10-23 00:00:00-04:00,80.73410201675563,82.65212405671352,79.58328879278089,81.73737335205078,10772500
2023-10-24 00:00:00-04:00,82.04229839666185,82.81933786515081,80.39967631278591,81.20623016357422,11499500
2023-10-25 00:00:00-04:00,80.7832885147006,81.19640735945647,79.19968753863382,79.26853942871094,9372500
2023-10-26 00:00:00-04:00,78.76690080880726,79.28820900465045,78.11771946767175,78.47181701660156,11651000
2023-10-27 00:00:00-04:00,78.44231666227797,79.70132693905458,77.93084655144742,78.02920532226562,10300600
2023-10-30 00:00:00-04:00,78.41279809718371,79.60295630661298,78.22591120747188,79.3570556640625,10291200
2023-10-31 00:00:00-04:00,79.36689985310527,80.33082624312544,79.01280230044281,80.25213623046875,8672200
